Fp1;Fp2;F3;F4;F7;F8;T3;T4;C3;C4;T5;T6;P3;P4;O1;O2;Fz;Cz;Pz
0.0;0.8500574239610005;0.6282706129476542;0.8162458456855507;0.6896239350864241;0.9130450961962394;0.9830220500918504;1.1545765804346737;0.9324179191988249;1.014157923673761;1.162666216744457;1.3452026680333076;1.2106016954432435;1.2780843625306408;1.3759783861063313;1.4100915329505646;0.6923907187055868;0.9483296042011851;1.2199545581124254
0.8500574239610005;0.0;0.8805240994939887;0.7953754396705526;1.032306334745496;0.7138917705677289;1.1846519953347854;1.0996044427273;1.0591589281744576;1.022633858521014;1.3282208079432176;1.2813008545075033;1.2905784920786134;1.2631868858219797;1.4104468166871862;1.4127871793728972;0.7887167618491693;1.0051719482860253;1.2616165083660935
0.6282706129476542;0.8805240994939887;0.0;0.6409280290166723;0.7267723452655311;0.8746903438242694;0.8999115693561996;1.0616829191990527;0.7316954705609757;0.8366715922167579;1.120725092489383;1.2690243849857386;1.0805307610428292;1.1435566275090712;1.2829377813459288;1.3185493443920415;0.48510607244118875;0.7419289383452349;1.0924750327433561
0.8162458456855507;0.7953754396705526;0.6409280290166723;0.0;0.9410589383035564;0.690875786903997;1.0495582551768514;0.8967849704650407;0.8271339728467639;0.7052720919013705;1.2249063031900091;1.1538360234659046;1.1261830844465812;1.0726952757649737;1.2961363213613424;1.2910133270912163;0.45753545525733913;0.7036410795521666;1.0808130512188718
0.6896239350864241;1.032306334745496;0.7267723452655311;0.9410589383035564;0.0;1.050381532098653;0.9057280786400941;1.20388812865554;0.964828903475339;1.0843847103643502;1.1374366689226656;1.3677864184457886;1.192077780995648;1.2880554577341914;1.3525219257177776;1.3913554612728007;0.8528734758231973;1.0274177122715915;1.2375510557464375
0.9130450961962394;0.7138917705677289;0.8746903438242694;0.690875786903997;1.050381532098653;0.0;1.1905023098287741;0.9779715371492422;1.0405260553690998;0.9188568609812444;1.3322961283621297;1.1875066250716177;1.2649231734158564;1.197368772814713;1.387491276727601;1.3649556562925893;0.7445642926923266;0.9551395728369056;1.2066706388409305
0.9830220500918504;1.1846519953347854;0.8999115693561996;1.0495582551768514;0.9057280786400941;1.1905023098287741;0.0;1.1355544689915753;0.7434746725922949;0.9866308066377225;0.824782750014001;1.242964846766987;0.8331862753714063;1.077278943680558;1.0762047598339184;1.195921912891934;0.9996948072648866;0.9214484917154342;0.972746036534956
1.1545765804346737;1.0996044427273;1.0616829191990527;0.8967849704650407;1.20388812865554;0.9779715371492422;1.1355544689915753;0.0;0.9764502605928123;0.7445721243760348;1.2113465802266756;0.7603603188473704;1.0679917799386618;0.8282372599916863;1.1520723829273678;1.0822181830083872;1.0017016711953326;0.8826484249702397;0.9793468769844592
0.9324179191988249;1.0591589281744576;0.7316954705609757;0.8271339728467639;0.964828903475339;1.0405260553690998;0.7434746725922949;0.9764502605928123;0.0;0.6864634359587821;0.9214261798916388;1.1085287915049515;0.7217621361368562;0.8647408078693465;1.0064155584862151;1.0924899401343589;0.7833929053977429;0.5203663797864863;0.7620507752503962
1.014157923673761;1.022633858521014;0.8366715922167579;0.7052720919013705;1.0843847103643502;0.9188568609812444;0.9866308066377225;0.7445721243760348;0.6864634359587821;0.0;1.1170034938928297;0.919294345380146;0.8740050512885833;0.7099857777472822;1.0554789924805175;1.0326274021991029;0.7549071741481512;0.5047657141251967;0.7570634422473701
1.162666216744457;1.3282208079432176;1.120725092489383;1.2249063031900091;1.1374366689226656;1.3322961283621297;0.824782750014001;1.2113465802266756;0.9214261798916388;1.1170034938928297;0.0;1.2266138453945725;0.7673183495291266;1.0732793066137014;0.9265499744627022;1.1070562109687547;1.1916259989398634;1.071756128153801;0.9612535564418205
1.3452026680333076;1.2813008545075033;1.2690243849857386;1.1538360234659046;1.3677864184457886;1.1875066250716177;1.242964846766987;0.7603603188473704;1.1085287915049515;0.919294345380146;1.2266138453945725;0.0;1.037707593105899;0.7268746885190509;1.0190221163476716;0.8596496474486068;1.2172915067188963;1.0613403462806728;0.9370846536486328
1.2106016954432435;1.2905784920786134;1.0805307610428292;1.1261830844465812;1.192077780995648;1.2649231734158564;0.8331862753714063;1.0679917799386618;0.7217621361368562;0.8740050512885833;0.7673183495291266;1.037707593105899;0.0;0.703999093710215;0.5868793512342966;0.8211715541071116;1.11642697152519;0.8354377418080956;0.520611238998678
1.2780843625306408;1.2631868858219797;1.1435566275090712;1.0726952757649737;1.2880554577341914;1.197368772814713;1.077278943680558;0.8282372599916863;0.8647408078693465;0.7099857777472822;1.0732793066137014;0.7268746885190509;0.703999093710215;0.0;0.7385331923775492;0.6009921381624165;1.1134044217355104;0.8016455896685424;0.5035895696823893
1.3759783861063313;1.4104468166871862;1.2829377813459288;1.2961363213613424;1.3525219257177776;1.387491276727601;1.0762047598339184;1.1520723829273678;1.0064155584862151;1.0554789924805175;0.9265499744627022;1.0190221163476716;0.5868793512342966;0.7385331923775492;0.0;0.6315780627864666;1.2984188307938416;1.0678247230096802;0.6305261955125926
1.4100915329505646;1.4127871793728972;1.3185493443920415;1.2910133270912163;1.3913554612728007;1.3649556562925893;1.195921912891934;1.0822181830083872;1.0924899401343589;1.0326274021991029;1.1070562109687547;0.8596496474486068;0.8211715541071116;0.6009921381624165;0.6315780627864666;0.0;1.3110877915749974;1.092483300198187;0.7003856230121703
0.6923907187055868;0.7887167618491693;0.48510607244118875;0.45753545525733913;0.8528734758231973;0.7445642926923266;0.9996948072648866;1.0017016711953326;0.7833929053977429;0.7549071741481512;1.1916259989398634;1.2172915067188963;1.11642697152519;1.1134044217355104;1.2984188307938416;1.3110877915749974;0.0;0.6904355685181117;1.090764011939402
0.9483296042011851;1.0051719482860253;0.7419289383452349;0.7036410795521666;1.0274177122715915;0.9551395728369056;0.9214484917154342;0.8826484249702397;0.5203663797864863;0.5047657141251967;1.071756128153801;1.0613403462806728;0.8354377418080956;0.8016455896685424;1.0678247230096802;1.092483300198187;0.6904355685181117;0.0;0.7558101112125416
1.2199545581124254;1.2616165083660935;1.0924750327433561;1.0808130512188718;1.2375510557464375;1.2066706388409305;0.972746036534956;0.9793468769844592;0.7620507752503962;0.7570634422473701;0.9612535564418205;0.9370846536486328;0.520611238998678;0.5035895696823893;0.6305261955125926;0.7003856230121703;1.090764011939402;0.7558101112125416;0.0
